Brand_c,Price,Kilometers,Seats,Doors,Brand_Model_code,Car_Age,Country_c,Gearbox_c,Fuel_c,Seller_c,Type_c,Drivetrain_c,Upholstery_c,Color_c,Body_Type_c
0,7499.0,122000.0,5.0,5.0,0.119,8,1,1,1,0,0,0,0,2,1
0,10900.0,76000.0,4.0,5.0,0.181,6,1,1,0,0,0,0,3,5,1
0,11500.0,71000.0,5.0,5.0,0.224,9,1,1,1,0,0,0,2,2,1
0,14700.0,76098.0,5.0,5.0,0.293,5,2,1,0,0,0,0,0,2,2
0,26490.0,10.0,5.0,5.0,0.571,1,0,0,0,0,2,0,0,9,0
0,13490.0,60000.0,5.0,5.0,0.293,4,1,1,1,0,0,0,0,4,3
0,13990.0,50700.0,5.0,5.0,0.293,4,4,1,0,0,0,0,2,6,1
0,10900.0,129235.0,5.0,5.0,0.293,5,2,1,0,0,0,0,0,1,2
0,13990.0,39700.0,4.0,3.0,0.199,4,0,0,3,0,0,0,0,0,2
0,4490.0,199000.0,5.0,5.0,0.119,10,1,1,1,0,0,0,0,0,1
0,15990.0,3000.0,4.0,5.0,0.181,0,0,1,0,0,0,0,0,10,2
0,14490.0,57000.0,5.0,5.0,0.354,6,3,1,1,0,0,0,0,2,5
0,14700.0,73740.0,5.0,5.0,0.354,7,1,1,1,0,0,0,3,4,0
0,15950.0,65900.0,5.0,5.0,0.354,5,0,0,1,0,0,0,1,0,0
0,13400.0,32776.0,5.0,5.0,0.224,5,1,1,1,0,0,0,0,3,5
0,6100.0,205050.0,5.0,5.0,0.224,9,1,1,1,0,0,0,2,2,5
0,2499.0,158989.0,5.0,5.0,0.344,24,2,1,0,0,0,0,0,5,5
0,11950.0,120.0,4.0,5.0,0.181,1,1,1,2,0,0,0,0,0,1
0,11990.0,67700.0,5.0,5.0,0.354,8,3,1,0,0,0,0,2,0,0
0,21490.0,57100.0,2.0,2.0,0.525,6,1,1,0,0,0,2,1,2,6
0,9750.0,71433.0,4.0,3.0,0.199,6,2,1,0,0,0,0,0,1,2
0,1995.0,199035.0,5.0,5.0,0.065,16,2,1,0,0,0,0,0,1,2
0,4950.0,126000.0,5.0,3.0,0.064,12,2,1,0,0,0,0,0,2,2
0,10890.0,91250.0,5.0,5.0,0.344,7,1,1,1,0,0,0,0,2,5
0,10990.0,46350.0,4.0,2.0,0.235,6,0,1,0,0,0,0,0,2,6
0,9200.0,96000.0,4.0,3.0,0.199,4,1,1,2,0,0,0,2,2,2
0,15900.0,57000.0,5.0,5.0,0.293,4,1,1,1,0,0,0,3,0,1
0,12490.0,42586.0,4.0,5.0,0.181,2,1,1,2,0,0,0,0,1,1
0,12850.0,19234.0,4.0,2.0,0.235,4,0,1,0,0,0,0,0,0,6
0,17400.0,29900.0,5.0,5.0,0.354,2,1,1,1,0,0,0,0,2,7
0,9890.0,89148.0,5.0,4.0,0.344,14,0,0,1,0,0,0,3,2,5
0,1990.0,270000.0,5.0,5.0,0.003,20,4,1,1,0,0,0,0,4,3
0,12990.0,43431.0,5.0,5.0,0.354,6,4,1,0,0,0,0,2,2,0
0,13770.0,15.0,4.0,5.0,0.181,1,0,1,0,0,2,0,0,2,1
0,12400.0,90000.0,5.0,5.0,0.293,6,1,1,4,0,0,0,0,3,3
0,12990.0,16474.0,4.0,3.0,0.199,2,0,1,0,0,0,0,0,1,2
0,26990.0,10.0,5.0,5.0,0.401,2,4,0,3,0,3,0,3,1,2
